Total Nacional;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2018M02;568.363
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2018M01;588.450
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2017M12;551.318
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2017M11;508.541
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2017M10;676.377
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2017M09;665.159
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2017M08;1.247.235
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2017M07;981.981
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2017M06;624.393
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2017M05;550.743
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2017M04;637.961
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2017M03;584.420
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2017M02;547.828
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Total;2017M01;575.001
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2024M10;167.930
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2024M09;317.023
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2024M08;949.244
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2024M07;761.260
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2024M06;443.232
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2024M05;280.080
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2024M04;219.485
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2024M03;241.027
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2024M02;86.597
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2024M01;92.475
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2023M12;142.306
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2023M11;128.206
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2023M10;222.342
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2023M09;347.665
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2023M08;1.041.581
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2023M07;794.413
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2023M06;440.860
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2023M05;261.727
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2023M04;414.931
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2023M03;130.437
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2023M02;77.563
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2023M01;82.312
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2022M12;118.085
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2022M11;91.377
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2022M10;213.937
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2022M09;342.167
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2022M08;1.045.329
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2022M07;799.057
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2022M06;448.288
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2022M05;276.620
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2022M04;333.140
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2022M03;94.886
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2022M02;83.000
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2022M01;92.595
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2021M12;127.367
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2021M11;90.756
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2021M10;246.417
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2021M09;366.647
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2021M08;1.063.606
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2021M07;806.017
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2021M06;432.022
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2021M05;247.262
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2021M04;238.193
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2021M03;120.743
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2021M02;54.367
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2021M01;65.309
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2020M12;93.885
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2020M11;67.877
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2020M10;167.771
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2020M09;263.591
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2020M08;748.130
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2020M07;478.070
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2020M06;192.462
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2020M05;.
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2020M04;0
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2020M03;30.155
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2020M02;61.613
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2020M01;63.185
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2019M12;95.771
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2019M11;88.408
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2019M10;128.973
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2019M09;252.947
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2019M08;906.423
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2019M07;627.881
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2019M06;337.495
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2019M05;182.262
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2019M04;243.575
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2019M03;92.195
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2019M02;58.348
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2019M01;60.912
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2018M12;99.548
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2018M11;89.322
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2018M10;142.963
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2018M09;246.322
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2018M08;910.085
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2018M07;637.159
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2018M06;314.578
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2018M05;161.285
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2018M04;218.088
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2018M03;172.010
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2018M02;47.878
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2018M01;54.297
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2017M12;97.489
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2017M11;63.915
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2017M10;138.441
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2017M09;235.955
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2017M08;852.224
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2017M07;612.317
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2017M06;294.604
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2017M05;152.124
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2017M04;263.158
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2017M03;83.079
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2017M02;46.472
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en España;2017M01;61.201
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2024M10;712.221
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2024M09;502.613
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2024M08;411.381
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2024M07;382.663
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2024M06;371.372
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2024M05;465.117
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2024M04;535.458
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2024M03;579.293
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2024M02;642.743
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2024M01;640.770
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2023M12;542.095
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2023M11;537.959
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2023M10;637.906
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2023M09;443.657
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2023M08;399.996
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2023M07;351.225
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2023M06;335.166
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2023M05;443.572
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2023M04;439.739
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2023M03;558.715
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2023M02;592.842
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2023M01;598.786
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2022M12;519.649
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2022M11;483.506
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2022M10;574.147
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2022M09;426.259
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2022M08;372.893
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2022M07;354.629
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2022M06;327.069
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2022M05;394.303
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2022M04;405.460
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2022M03;492.037
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2022M02;535.312
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2022M01;529.302
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2021M12;481.264
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2021M11;451.994
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2021M10;533.827
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2021M09;375.048
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2021M08;261.957
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2021M07;233.128
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2021M06;195.267
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2021M05;188.011
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2021M04;190.426
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2021M03;229.211
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2021M02;230.857
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2021M01;263.211
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2020M12;247.465
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2020M11;240.186
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2020M10;254.229
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2020M09;195.674
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2020M08;189.920
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2020M07;183.729
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2020M06;89.642
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2020M05;.
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2020M04;0
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2020M03;393.397
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2020M02;610.083
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2020M01;586.387
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2019M12;530.518
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2019M11;497.293
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2019M10;597.080
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2019M09;443.165
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2019M08;435.899
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2019M07;398.481
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2019M06;394.239
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2019M05;466.730
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2019M04;399.749
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2019M03;559.480
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2019M02;546.345
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2019M01;549.793
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2018M12;500.960
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2018M11;459.057
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2018M10;592.388
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2018M09;422.834
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2018M08;418.823
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2018M07;389.917
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2018M06;379.981
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2018M05;455.512
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2018M04;403.749
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2018M03;554.940
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2018M02;520.485
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2018M01;534.154
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2017M12;453.829
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2017M11;444.626
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2017M10;537.936
Total Nacional;10 Comunitat Valenciana;Pernoctaciones;Residentes en el Extranjero;2017M09;429.204
