Totales Territoriales;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2003M11;1.148
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2003M10;2.249
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2003M09;12.283
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2003M08;36.375
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2003M07;39.231
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2003M06;15.109
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2003M05;14.410
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2003M04;7.434
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2003M03;2.255
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2003M02;680
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2003M01;786
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2002M12;549
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2002M11;1.186
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2002M10;2.355
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2002M09;10.574
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2002M08;53.474
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2002M07;55.077
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2002M06;15.383
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2002M05;12.414
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2002M04;6.995
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2002M03;2.596
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2002M02;1.200
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2002M01;686
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2001M12;509
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2001M11;879
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2001M10;2.922
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2001M09;10.011
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2001M08;46.640
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2001M07;49.730
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2001M06;16.089
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2001M05;12.930
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2001M04;6.242
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2001M03;2.613
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2001M02;856
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2001M01;487
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2000M12;319
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2000M11;883
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2000M10;2.421
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2000M09;12.379
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2000M08;50.997
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2000M07;47.468
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2000M06;18.062
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2000M05;10.653
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2000M04;5.769
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2000M03;2.331
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2000M02;679
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;2000M01;514
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;1999M12;461
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;1999M11;719
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;1999M10;1.772
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;1999M09;12.474
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;1999M08;49.824
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;1999M07;39.564
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;1999M06;14.502
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;1999M05;9.205
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;1999M04;5.532
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;1999M03;2.524
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;1999M02;560
Total Nacional;07 Castilla y León;Pernoctaciones;Total;Residentes en el Extranjero;1999M01;323
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2025M02;2.629
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2025M01;.
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2024M12;.
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2024M11;7.098
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2024M10;9.115
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2024M09;11.995
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2024M08;28.243
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2024M07;22.943
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2024M06;13.864
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2024M05;17.606
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2024M04;8.553
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2024M03;8.971
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2024M02;2.504
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2024M01;.
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2023M12;.
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2023M11;4.943
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2023M10;9.986
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2023M09;10.326
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2023M08;30.500
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2023M07;24.395
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2023M06;13.857
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2023M05;11.089
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2023M04;19.754
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2023M03;5.702
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2023M02;2.206
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2023M01;1.725
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2022M12;.
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2022M11;3.357
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2022M10;10.054
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2022M09;11.606
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2022M08;27.144
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2022M07;24.583
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2022M06;15.484
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2022M05;12.757
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2022M04;14.171
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2022M03;3.526
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2022M02;2.804
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2022M01;.
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2021M12;2.574
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2021M11;2.783
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2021M10;12.214
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2021M09;10.774
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2021M08;30.042
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2021M07;23.222
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2021M06;11.807
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2021M05;7.441
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2021M04;3.327
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2021M03;2.409
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2021M02;261
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2021M01;81
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2020M12;197
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2020M11;444
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2020M10;5.471
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2020M09;7.256
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2020M08;24.314
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2020M07;18.475
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2020M06;4.335
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2020M05;277
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2020M04;0
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2020M03;833
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2020M02;1.908
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2020M01;1.217
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2019M12;2.177
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2019M11;2.532
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2019M10;7.316
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2019M09;8.177
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2019M08;32.570
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2019M07;23.657
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2019M06;16.251
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2019M05;10.689
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2019M04;9.312
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2019M03;4.592
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2019M02;1.509
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2019M01;835
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2018M12;1.852
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2018M11;2.430
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2018M10;7.662
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2018M09;9.038
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2018M08;31.595
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2018M07;23.491
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2018M06;10.835
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2018M05;6.868
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2018M04;5.776
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2018M03;5.965
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2018M02;1.159
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2018M01;773
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2017M12;1.960
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2017M11;1.874
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2017M10;6.365
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2017M09;8.995
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2017M08;26.575
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2017M07;20.349
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2017M06;10.566
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2017M05;6.844
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2017M04;13.487
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2017M03;2.817
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2017M02;1.345
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2017M01;766
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2016M12;1.353
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2016M11;1.917
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2016M10;5.440
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2016M09;8.581
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2016M08;28.100
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2016M07;21.160
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2016M06;9.572
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2016M05;7.476
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2016M04;4.902
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2016M03;7.218
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2016M02;1.420
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2016M01;963
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2015M12;1.478
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2015M11;1.435
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2015M10;6.419
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2015M09;6.830
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2015M08;27.553
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2015M07;13.151
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2015M06;6.478
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2015M05;8.318
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2015M04;9.158
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2015M03;3.128
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2015M02;1.307
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2015M01;844
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2014M12;1.337
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2014M11;1.609
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2014M10;4.280
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2014M09;6.808
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2014M08;26.570
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2014M07;18.870
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2014M06;8.093
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2014M05;7.408
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2014M04;8.442
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2014M03;1.967
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2014M02;847
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2014M01;675
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2013M12;1.388
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2013M11;1.789
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2013M10;3.836
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2013M09;7.056
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2013M08;25.978
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2013M07;22.386
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2013M06;10.106
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2013M05;6.574
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2013M04;3.937
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2013M03;4.935
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2013M02;917
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2013M01;700
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2012M12;1.292
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2012M11;1.391
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2012M10;3.355
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2012M09;6.327
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2012M08;26.697
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2012M07;19.373
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2012M06;11.201
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2012M05;5.479
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2012M04;7.493
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2012M03;3.170
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2012M02;1.177
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2012M01;959
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2011M12;1.805
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2011M11;1.507
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2011M10;4.530
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2011M09;8.099
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2011M08;27.402
Total Nacional;08 Castilla - La Mancha;Viajero;Total;;2011M07;24.802
