Totales Territoriales;Comunidades y Ciudades Autónomas;Periodo;Total
Total Nacional;06 Cantabria;2003M05;2,55
Total Nacional;06 Cantabria;2003M04;3,24
Total Nacional;06 Cantabria;2003M03;1,7
Total Nacional;06 Cantabria;2003M02;2,14
Total Nacional;06 Cantabria;2003M01;2,01
Total Nacional;06 Cantabria;2002M12;1,99
Total Nacional;06 Cantabria;2002M11;2,18
Total Nacional;06 Cantabria;2002M10;1,8
Total Nacional;06 Cantabria;2002M09;4,12
Total Nacional;06 Cantabria;2002M08;5,32
Total Nacional;06 Cantabria;2002M07;4,39
Total Nacional;06 Cantabria;2002M06;2,4
Total Nacional;06 Cantabria;2002M05;2,2
Total Nacional;06 Cantabria;2002M04;2,68
Total Nacional;06 Cantabria;2002M03;6,51
Total Nacional;06 Cantabria;2002M02;2,26
Total Nacional;06 Cantabria;2002M01;3,01
Total Nacional;06 Cantabria;2001M12;2,17
Total Nacional;06 Cantabria;2001M11;1,8
Total Nacional;06 Cantabria;2001M10;2,46
Total Nacional;06 Cantabria;2001M09;4,84
Total Nacional;06 Cantabria;2001M08;4,43
Total Nacional;06 Cantabria;2001M07;3,53
Total Nacional;06 Cantabria;2001M06;2,88
Total Nacional;06 Cantabria;2001M05;2,33
Total Nacional;06 Cantabria;2001M04;2,9
Total Nacional;06 Cantabria;2001M03;1,85
Total Nacional;06 Cantabria;2001M02;1,8
Total Nacional;06 Cantabria;2001M01;1,75
Total Nacional;06 Cantabria;2000M12;2
Total Nacional;06 Cantabria;2000M11;1
Total Nacional;06 Cantabria;2000M10;2
Total Nacional;06 Cantabria;2000M09;3
Total Nacional;06 Cantabria;2000M08;4
Total Nacional;06 Cantabria;2000M07;3
Total Nacional;06 Cantabria;2000M06;2
Total Nacional;06 Cantabria;2000M05;2
Total Nacional;06 Cantabria;2000M04;2
Total Nacional;06 Cantabria;2000M03;1
Total Nacional;06 Cantabria;2000M02;2
Total Nacional;06 Cantabria;2000M01;2
Total Nacional;06 Cantabria;1999M12;5
Total Nacional;06 Cantabria;1999M11;2,21
Total Nacional;06 Cantabria;1999M10;2,58
Total Nacional;06 Cantabria;1999M09;2,55
Total Nacional;06 Cantabria;1999M08;4,55
Total Nacional;06 Cantabria;1999M07;3,28
Total Nacional;06 Cantabria;1999M06;2,84
Total Nacional;06 Cantabria;1999M05;2,09
Total Nacional;06 Cantabria;1999M04;3,19
Total Nacional;06 Cantabria;1999M03;1,92
Total Nacional;06 Cantabria;1999M02;2,66
Total Nacional;06 Cantabria;1999M01;2,51
Total Nacional;07 Castilla y León;2025M02;1,61
Total Nacional;07 Castilla y León;2025M01;1,7
Total Nacional;07 Castilla y León;2024M12;1,77
Total Nacional;07 Castilla y León;2024M11;2,03
Total Nacional;07 Castilla y León;2024M10;2,1
Total Nacional;07 Castilla y León;2024M09;2,65
Total Nacional;07 Castilla y León;2024M08;2,66
Total Nacional;07 Castilla y León;2024M07;2,99
Total Nacional;07 Castilla y León;2024M06;2,3
Total Nacional;07 Castilla y León;2024M05;2,19
Total Nacional;07 Castilla y León;2024M04;1,86
Total Nacional;07 Castilla y León;2024M03;2,13
Total Nacional;07 Castilla y León;2024M02;1,59
Total Nacional;07 Castilla y León;2024M01;1,72
Total Nacional;07 Castilla y León;2023M12;1,78
Total Nacional;07 Castilla y León;2023M11;1,88
Total Nacional;07 Castilla y León;2023M10;2,24
Total Nacional;07 Castilla y León;2023M09;2,73
Total Nacional;07 Castilla y León;2023M08;3
Total Nacional;07 Castilla y León;2023M07;3,01
Total Nacional;07 Castilla y León;2023M06;2,69
Total Nacional;07 Castilla y León;2023M05;2,39
Total Nacional;07 Castilla y León;2023M04;2,5
Total Nacional;07 Castilla y León;2023M03;1,94
Total Nacional;07 Castilla y León;2023M02;1,61
Total Nacional;07 Castilla y León;2023M01;1,71
Total Nacional;07 Castilla y León;2022M12;1,82
Total Nacional;07 Castilla y León;2022M11;1,83
Total Nacional;07 Castilla y León;2022M10;2,18
Total Nacional;07 Castilla y León;2022M09;2,18
Total Nacional;07 Castilla y León;2022M08;2,95
Total Nacional;07 Castilla y León;2022M07;2,97
Total Nacional;07 Castilla y León;2022M06;2,87
Total Nacional;07 Castilla y León;2022M05;2,21
Total Nacional;07 Castilla y León;2022M04;2,48
Total Nacional;07 Castilla y León;2022M03;1,7
Total Nacional;07 Castilla y León;2022M02;1,68
Total Nacional;07 Castilla y León;2022M01;1,74
Total Nacional;07 Castilla y León;2021M12;1,88
Total Nacional;07 Castilla y León;2021M11;1,53
Total Nacional;07 Castilla y León;2021M10;1,96
Total Nacional;07 Castilla y León;2021M09;2,29
Total Nacional;07 Castilla y León;2021M08;3,14
Total Nacional;07 Castilla y León;2021M07;3,04
Total Nacional;07 Castilla y León;2021M06;2,82
Total Nacional;07 Castilla y León;2021M05;3,15
Total Nacional;07 Castilla y León;2021M04;3,13
Total Nacional;07 Castilla y León;2021M03;1,81
Total Nacional;07 Castilla y León;2021M02;1,56
Total Nacional;07 Castilla y León;2021M01;1,62
Total Nacional;07 Castilla y León;2020M12;1,58
Total Nacional;07 Castilla y León;2020M11;.
Total Nacional;07 Castilla y León;2020M10;2,38
Total Nacional;07 Castilla y León;2020M09;2,32
Total Nacional;07 Castilla y León;2020M08;3,36
Total Nacional;07 Castilla y León;2020M07;3,12
Total Nacional;07 Castilla y León;2020M06;2,58
Total Nacional;07 Castilla y León;2020M05;.
Total Nacional;07 Castilla y León;2020M04;0
Total Nacional;07 Castilla y León;2020M03;1,44
Total Nacional;07 Castilla y León;2020M02;1,53
Total Nacional;07 Castilla y León;2020M01;1,56
Total Nacional;07 Castilla y León;2019M12;1,71
Total Nacional;07 Castilla y León;2019M11;1,7
Total Nacional;07 Castilla y León;2019M10;1,87
Total Nacional;07 Castilla y León;2019M09;2,2
Total Nacional;07 Castilla y León;2019M08;2,86
Total Nacional;07 Castilla y León;2019M07;2,94
Total Nacional;07 Castilla y León;2019M06;2,29
Total Nacional;07 Castilla y León;2019M05;1,99
Total Nacional;07 Castilla y León;2019M04;2,21
Total Nacional;07 Castilla y León;2019M03;1,64
Total Nacional;07 Castilla y León;2019M02;1,63
Total Nacional;07 Castilla y León;2019M01;1,61
Total Nacional;07 Castilla y León;2018M12;1,77
Total Nacional;07 Castilla y León;2018M11;1,83
Total Nacional;07 Castilla y León;2018M10;1,81
Total Nacional;07 Castilla y León;2018M09;2,09
Total Nacional;07 Castilla y León;2018M08;2,84
Total Nacional;07 Castilla y León;2018M07;2,82
Total Nacional;07 Castilla y León;2018M06;2,4
Total Nacional;07 Castilla y León;2018M05;2
Total Nacional;07 Castilla y León;2018M04;1,93
Total Nacional;07 Castilla y León;2018M03;2,22
Total Nacional;07 Castilla y León;2018M02;1,58
Total Nacional;07 Castilla y León;2018M01;1,55
Total Nacional;07 Castilla y León;2017M12;2,04
Total Nacional;07 Castilla y León;2017M11;1,6
Total Nacional;07 Castilla y León;2017M10;1,99
Total Nacional;07 Castilla y León;2017M09;2,26
Total Nacional;07 Castilla y León;2017M08;3,21
Total Nacional;07 Castilla y León;2017M07;2,99
Total Nacional;07 Castilla y León;2017M06;2,19
Total Nacional;07 Castilla y León;2017M05;2,04
Total Nacional;07 Castilla y León;2017M04;2,26
Total Nacional;07 Castilla y León;2017M03;1,81
Total Nacional;07 Castilla y León;2017M02;1,63
Total Nacional;07 Castilla y León;2017M01;1,46
Total Nacional;07 Castilla y León;2016M12;1,66
Total Nacional;07 Castilla y León;2016M11;1,73
Total Nacional;07 Castilla y León;2016M10;2,12
Total Nacional;07 Castilla y León;2016M09;2,08
Total Nacional;07 Castilla y León;2016M08;3,06
Total Nacional;07 Castilla y León;2016M07;2,7
Total Nacional;07 Castilla y León;2016M06;2,21
Total Nacional;07 Castilla y León;2016M05;1,85
Total Nacional;07 Castilla y León;2016M04;1,88
Total Nacional;07 Castilla y León;2016M03;2,36
Total Nacional;07 Castilla y León;2016M02;1,56
Total Nacional;07 Castilla y León;2016M01;1,54
Total Nacional;07 Castilla y León;2015M12;1,71
Total Nacional;07 Castilla y León;2015M11;1,87
Total Nacional;07 Castilla y León;2015M10;1,98
Total Nacional;07 Castilla y León;2015M09;2,04
Total Nacional;07 Castilla y León;2015M08;2,98
Total Nacional;07 Castilla y León;2015M07;2,78
Total Nacional;07 Castilla y León;2015M06;2,19
Total Nacional;07 Castilla y León;2015M05;2,01
Total Nacional;07 Castilla y León;2015M04;2
Total Nacional;07 Castilla y León;2015M03;1,7
Total Nacional;07 Castilla y León;2015M02;1,5
Total Nacional;07 Castilla y León;2015M01;1,49
Total Nacional;07 Castilla y León;2014M12;1,94
Total Nacional;07 Castilla y León;2014M11;1,76
Total Nacional;07 Castilla y León;2014M10;2,77
Total Nacional;07 Castilla y León;2014M09;2,58
Total Nacional;07 Castilla y León;2014M08;3,3
Total Nacional;07 Castilla y León;2014M07;3,45
Total Nacional;07 Castilla y León;2014M06;2,6
Total Nacional;07 Castilla y León;2014M05;1,99
Total Nacional;07 Castilla y León;2014M04;2,27
Total Nacional;07 Castilla y León;2014M03;1,64
Total Nacional;07 Castilla y León;2014M02;1,7
Total Nacional;07 Castilla y León;2014M01;1,6
Total Nacional;07 Castilla y León;2013M12;1,89
Total Nacional;07 Castilla y León;2013M11;1,82
Total Nacional;07 Castilla y León;2013M10;1,84
Total Nacional;07 Castilla y León;2013M09;2,4
Total Nacional;07 Castilla y León;2013M08;3,25
Total Nacional;07 Castilla y León;2013M07;2,98
Total Nacional;07 Castilla y León;2013M06;2,24
Total Nacional;07 Castilla y León;2013M05;1,85
Total Nacional;07 Castilla y León;2013M04;1,86
Total Nacional;07 Castilla y León;2013M03;2,04
Total Nacional;07 Castilla y León;2013M02;1,54
Total Nacional;07 Castilla y León;2013M01;1,54
Total Nacional;07 Castilla y León;2012M12;1,7
Total Nacional;07 Castilla y León;2012M11;1,79
Total Nacional;07 Castilla y León;2012M10;1,87
Total Nacional;07 Castilla y León;2012M09;2,04
Total Nacional;07 Castilla y León;2012M08;3,16
Total Nacional;07 Castilla y León;2012M07;3,11
Total Nacional;07 Castilla y León;2012M06;2,16
Total Nacional;07 Castilla y León;2012M05;1,85
Total Nacional;07 Castilla y León;2012M04;2,1
Total Nacional;07 Castilla y León;2012M03;1,66
Total Nacional;07 Castilla y León;2012M02;1,5
Total Nacional;07 Castilla y León;2012M01;1,64
Total Nacional;07 Castilla y León;2011M12;1,93
Total Nacional;07 Castilla y León;2011M11;1,59
Total Nacional;07 Castilla y León;2011M10;2,04
Total Nacional;07 Castilla y León;2011M09;2,02
Total Nacional;07 Castilla y León;2011M08;3,12
Total Nacional;07 Castilla y León;2011M07;2,91
Total Nacional;07 Castilla y León;2011M06;2,63
Total Nacional;07 Castilla y León;2011M05;2,21
Total Nacional;07 Castilla y León;2011M04;2,32
Total Nacional;07 Castilla y León;2011M03;1,7
Total Nacional;07 Castilla y León;2011M02;1,82
Total Nacional;07 Castilla y León;2011M01;1,95
Total Nacional;07 Castilla y León;2010M12;2,65
Total Nacional;07 Castilla y León;2010M11;2,06
Total Nacional;07 Castilla y León;2010M10;2,16
Total Nacional;07 Castilla y León;2010M09;2,08
Total Nacional;07 Castilla y León;2010M08;3,02
Total Nacional;07 Castilla y León;2010M07;2,88
Total Nacional;07 Castilla y León;2010M06;2,45
Total Nacional;07 Castilla y León;2010M05;1,98
Total Nacional;07 Castilla y León;2010M04;2,16
Total Nacional;07 Castilla y León;2010M03;2,06
Total Nacional;07 Castilla y León;2010M02;2,01
Total Nacional;07 Castilla y León;2010M01;2,27
Total Nacional;07 Castilla y León;2009M12;2,66
Total Nacional;07 Castilla y León;2009M11;2,06
Total Nacional;07 Castilla y León;2009M10;2,18
Total Nacional;07 Castilla y León;2009M09;2,06
Total Nacional;07 Castilla y León;2009M08;3,04
Total Nacional;07 Castilla y León;2009M07;2,92
Total Nacional;07 Castilla y León;2009M06;2,35
Total Nacional;07 Castilla y León;2009M05;1,92
Total Nacional;07 Castilla y León;2009M04;2,23
Total Nacional;07 Castilla y León;2009M03;1,91
Total Nacional;07 Castilla y León;2009M02;1,94
Total Nacional;07 Castilla y León;2009M01;1,75
Total Nacional;07 Castilla y León;2008M12;2,21
Total Nacional;07 Castilla y León;2008M11;1,96
Total Nacional;07 Castilla y León;2008M10;1,91
Total Nacional;07 Castilla y León;2008M09;2,95
Total Nacional;07 Castilla y León;2008M08;2,91
Total Nacional;07 Castilla y León;2008M07;3,16
Total Nacional;07 Castilla y León;2008M06;2,06
Total Nacional;07 Castilla y León;2008M05;2,09
Total Nacional;07 Castilla y León;2008M04;1,8
Total Nacional;07 Castilla y León;2008M03;2,15
Total Nacional;07 Castilla y León;2008M02;1,57
Total Nacional;07 Castilla y León;2008M01;1,76
Total Nacional;07 Castilla y León;2007M12;2,02
Total Nacional;07 Castilla y León;2007M11;1,67
Total Nacional;07 Castilla y León;2007M10;2,11
Total Nacional;07 Castilla y León;2007M09;1,88
Total Nacional;07 Castilla y León;2007M08;3
Total Nacional;07 Castilla y León;2007M07;2,74
Total Nacional;07 Castilla y León;2007M06;1,99
Total Nacional;07 Castilla y León;2007M05;1,74
Total Nacional;07 Castilla y León;2007M04;2,12
Total Nacional;07 Castilla y León;2007M03;1,53
Total Nacional;07 Castilla y León;2007M02;1,56
Total Nacional;07 Castilla y León;2007M01;1,41
Total Nacional;07 Castilla y León;2006M12;1,64
Total Nacional;07 Castilla y León;2006M11;1,55
Total Nacional;07 Castilla y León;2006M10;1,91
Total Nacional;07 Castilla y León;2006M09;2,5
Total Nacional;07 Castilla y León;2006M08;2,82
Total Nacional;07 Castilla y León;2006M07;2,69
Total Nacional;07 Castilla y León;2006M06;2,09
Total Nacional;07 Castilla y León;2006M05;1,89
Total Nacional;07 Castilla y León;2006M04;2,3
Total Nacional;07 Castilla y León;2006M03;1,41
Total Nacional;07 Castilla y León;2006M02;1,41
Total Nacional;07 Castilla y León;2006M01;1,68
Total Nacional;07 Castilla y León;2005M12;1,97
Total Nacional;07 Castilla y León;2005M11;1,49
Total Nacional;07 Castilla y León;2005M10;1,72
Total Nacional;07 Castilla y León;2005M09;2,37
Total Nacional;07 Castilla y León;2005M08;2,63
Total Nacional;07 Castilla y León;2005M07;2,62
Total Nacional;07 Castilla y León;2005M06;2,04
Total Nacional;07 Castilla y León;2005M05;1,93
Total Nacional;07 Castilla y León;2005M04;1,59
Total Nacional;07 Castilla y León;2005M03;2,04
Total Nacional;07 Castilla y León;2005M02;1,58
Total Nacional;07 Castilla y León;2005M01;1,66
Total Nacional;07 Castilla y León;2004M12;2,27
Total Nacional;07 Castilla y León;2004M11;1,58
Total Nacional;07 Castilla y León;2004M10;1,81
Total Nacional;07 Castilla y León;2004M09;2,69
Total Nacional;07 Castilla y León;2004M08;3,02
Total Nacional;07 Castilla y León;2004M07;2,27
Total Nacional;07 Castilla y León;2004M06;1,94
Total Nacional;07 Castilla y León;2004M05;1,86
Total Nacional;07 Castilla y León;2004M04;2
Total Nacional;07 Castilla y León;2004M03;1,88
Total Nacional;07 Castilla y León;2004M02;1,31
Total Nacional;07 Castilla y León;2004M01;1,29
Total Nacional;07 Castilla y León;2003M12;1,82
Total Nacional;07 Castilla y León;2003M11;1,57
Total Nacional;07 Castilla y León;2003M10;1,77
Total Nacional;07 Castilla y León;2003M09;3,08
Total Nacional;07 Castilla y León;2003M08;2,71
Total Nacional;07 Castilla y León;2003M07;2,2
Total Nacional;07 Castilla y León;2003M06;1,91
Total Nacional;07 Castilla y León;2003M05;1,8
Total Nacional;07 Castilla y León;2003M04;1,97
Total Nacional;07 Castilla y León;2003M03;1,33
Total Nacional;07 Castilla y León;2003M02;1,29
Total Nacional;07 Castilla y León;2003M01;1,34
Total Nacional;07 Castilla y León;2002M12;2,14
Total Nacional;07 Castilla y León;2002M11;1,68
Total Nacional;07 Castilla y León;2002M10;1,55
Total Nacional;07 Castilla y León;2002M09;2,11
Total Nacional;07 Castilla y León;2002M08;2,81
Total Nacional;07 Castilla y León;2002M07;2,74
Total Nacional;07 Castilla y León;2002M06;2,02
Total Nacional;07 Castilla y León;2002M05;1,79
Total Nacional;07 Castilla y León;2002M04;1,6
Total Nacional;07 Castilla y León;2002M03;2,41
Total Nacional;07 Castilla y León;2002M02;1,59
Total Nacional;07 Castilla y León;2002M01;1,39
Total Nacional;07 Castilla y León;2001M12;2,05
Total Nacional;07 Castilla y León;2001M11;2,06
Total Nacional;07 Castilla y León;2001M10;1,63
Total Nacional;07 Castilla y León;2001M09;2,03
Total Nacional;07 Castilla y León;2001M08;2,81
Total Nacional;07 Castilla y León;2001M07;2,57
Total Nacional;07 Castilla y León;2001M06;1,85
Total Nacional;07 Castilla y León;2001M05;1,59
Total Nacional;07 Castilla y León;2001M04;2,41
Total Nacional;07 Castilla y León;2001M03;1,35
Total Nacional;07 Castilla y León;2001M02;1,43
Total Nacional;07 Castilla y León;2001M01;1,26
Total Nacional;07 Castilla y León;2000M12;1
Total Nacional;07 Castilla y León;2000M11;1
Total Nacional;07 Castilla y León;2000M10;1
Total Nacional;07 Castilla y León;2000M09;2
Total Nacional;07 Castilla y León;2000M08;2
Total Nacional;07 Castilla y León;2000M07;2
Total Nacional;07 Castilla y León;2000M06;1
Total Nacional;07 Castilla y León;2000M05;1
Total Nacional;07 Castilla y León;2000M04;2
Total Nacional;07 Castilla y León;2000M03;1
Total Nacional;07 Castilla y León;2000M02;1
Total Nacional;07 Castilla y León;2000M01;1
Total Nacional;07 Castilla y León;1999M12;2,06
Total Nacional;07 Castilla y León;1999M11;1,7
Total Nacional;07 Castilla y León;1999M10;2,85
Total Nacional;07 Castilla y León;1999M09;2,57
Total Nacional;07 Castilla y León;1999M08;2,62
Total Nacional;07 Castilla y León;1999M07;2,88
Total Nacional;07 Castilla y León;1999M06;2,44
Total Nacional;07 Castilla y León;1999M05;1,6
Total Nacional;07 Castilla y León;1999M04;1,81
Total Nacional;07 Castilla y León;1999M03;1,49
Total Nacional;07 Castilla y León;1999M02;1,5
Total Nacional;07 Castilla y León;1999M01;1,61
Total Nacional;08 Castilla - La Mancha;2025M02;2,07
Total Nacional;08 Castilla - La Mancha;2025M01;.
Total Nacional;08 Castilla - La Mancha;2024M12;.
Total Nacional;08 Castilla - La Mancha;2024M11;2,57
Total Nacional;08 Castilla - La Mancha;2024M10;2,25
Total Nacional;08 Castilla - La Mancha;2024M09;2,26
Total Nacional;08 Castilla - La Mancha;2024M08;3,38
Total Nacional;08 Castilla - La Mancha;2024M07;2,99
Total Nacional;08 Castilla - La Mancha;2024M06;2,15
Total Nacional;08 Castilla - La Mancha;2024M05;1,99
Total Nacional;08 Castilla - La Mancha;2024M04;2,18
Total Nacional;08 Castilla - La Mancha;2024M03;2,64
Total Nacional;08 Castilla - La Mancha;2024M02;3,84
Total Nacional;08 Castilla - La Mancha;2024M01;.
Total Nacional;08 Castilla - La Mancha;2023M12;.
Total Nacional;08 Castilla - La Mancha;2023M11;2,6
Total Nacional;08 Castilla - La Mancha;2023M10;2,45
Total Nacional;08 Castilla - La Mancha;2023M09;2,32
Total Nacional;08 Castilla - La Mancha;2023M08;4,07
Total Nacional;08 Castilla - La Mancha;2023M07;3,09
Total Nacional;08 Castilla - La Mancha;2023M06;2,39
Total Nacional;08 Castilla - La Mancha;2023M05;2,59
Total Nacional;08 Castilla - La Mancha;2023M04;2,72
Total Nacional;08 Castilla - La Mancha;2023M03;3,12
Total Nacional;08 Castilla - La Mancha;2023M02;4,36
Total Nacional;08 Castilla - La Mancha;2023M01;5,24
Total Nacional;08 Castilla - La Mancha;2022M12;.
Total Nacional;08 Castilla - La Mancha;2022M11;4,14
Total Nacional;08 Castilla - La Mancha;2022M10;2,99
Total Nacional;08 Castilla - La Mancha;2022M09;2,94
Total Nacional;08 Castilla - La Mancha;2022M08;4,36
Total Nacional;08 Castilla - La Mancha;2022M07;3,45
Total Nacional;08 Castilla - La Mancha;2022M06;2,56
Total Nacional;08 Castilla - La Mancha;2022M05;2,35
Total Nacional;08 Castilla - La Mancha;2022M04;2,74
Total Nacional;08 Castilla - La Mancha;2022M03;3,43
Total Nacional;08 Castilla - La Mancha;2022M02;3,22
Total Nacional;08 Castilla - La Mancha;2022M01;.
Total Nacional;08 Castilla - La Mancha;2021M12;3,97
Total Nacional;08 Castilla - La Mancha;2021M11;3,46
Total Nacional;08 Castilla - La Mancha;2021M10;2,54
Total Nacional;08 Castilla - La Mancha;2021M09;2,65
Total Nacional;08 Castilla - La Mancha;2021M08;3,84
Total Nacional;08 Castilla - La Mancha;2021M07;2,77
Total Nacional;08 Castilla - La Mancha;2021M06;2,64
Total Nacional;08 Castilla - La Mancha;2021M05;2,92
Total Nacional;08 Castilla - La Mancha;2021M04;5,17
Total Nacional;08 Castilla - La Mancha;2021M03;2,65
Total Nacional;08 Castilla - La Mancha;2021M02;2,25
Total Nacional;08 Castilla - La Mancha;2021M01;2,58
Total Nacional;08 Castilla - La Mancha;2020M12;2,98
Total Nacional;08 Castilla - La Mancha;2020M11;2,99
Total Nacional;08 Castilla - La Mancha;2020M10;2,67
Total Nacional;08 Castilla - La Mancha;2020M09;2,1
Total Nacional;08 Castilla - La Mancha;2020M08;3,28
Total Nacional;08 Castilla - La Mancha;2020M07;2,75
Total Nacional;08 Castilla - La Mancha;2020M06;2,39
Total Nacional;08 Castilla - La Mancha;2020M05;1,81
Total Nacional;08 Castilla - La Mancha;2020M04;0
Total Nacional;08 Castilla - La Mancha;2020M03;3,4
Total Nacional;08 Castilla - La Mancha;2020M02;1,81
Total Nacional;08 Castilla - La Mancha;2020M01;1,9
Total Nacional;08 Castilla - La Mancha;2019M12;2,25
Total Nacional;08 Castilla - La Mancha;2019M11;2,31
Total Nacional;08 Castilla - La Mancha;2019M10;1,89
Total Nacional;08 Castilla - La Mancha;2019M09;2,21
Total Nacional;08 Castilla - La Mancha;2019M08;3,67
Total Nacional;08 Castilla - La Mancha;2019M07;2,77
Total Nacional;08 Castilla - La Mancha;2019M06;2,06
Total Nacional;08 Castilla - La Mancha;2019M05;2,47
Total Nacional;08 Castilla - La Mancha;2019M04;2,93
Total Nacional;08 Castilla - La Mancha;2019M03;2,4
Total Nacional;08 Castilla - La Mancha;2019M02;1,85
