Comunidades y Ciudades Autónomas;Concepto turístico;RESIDENCIA/ORIGEN;Periodo;Total
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2020M06;51.983
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2020M05;.
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2020M04;0
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2020M03;1.358
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2020M02;2.073
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2020M01;1.237
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2019M12;2.636
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2019M11;2.457
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2019M10;4.226
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2019M09;57.807
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2019M08;290.338
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2019M07;177.059
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2019M06;56.271
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2019M05;18.666
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2019M04;22.291
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2019M03;2.869
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2019M02;1.403
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2019M01;..
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2018M12;.
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2018M11;.
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2018M10;6.218
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2018M09;71.491
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2018M08;290.428
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2018M07;160.024
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2018M06;47.131
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2018M05;15.702
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2018M04;7.687
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2018M03;4.368
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2018M02;973
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2018M01;600
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2017M12;.
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2017M11;.
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2017M10;5.658
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2017M09;55.348
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2017M08;290.743
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2017M07;193.811
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2017M06;50.394
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2017M05;18.455
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2017M04;26.018
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2017M03;2.750
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2017M02;1.562
03 Asturias, Principado de;Pernoctaciones;Residentes en España;2017M01;391
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2023M02;468
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2023M01;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2022M12;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2022M11;817
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2022M10;2.479
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2022M09;28.129
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2022M08;75.479
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2022M07;64.384
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2022M06;22.022
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2022M05;9.841
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2022M04;4.550
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2022M03;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2022M02;297
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2022M01;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2021M12;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2021M11;462
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2021M10;1.340
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2021M09;15.273
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2021M08;35.426
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2021M07;21.637
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2021M06;4.044
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2021M05;623
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2021M04;82
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2021M03;60
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2021M02;61
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2021M01;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2020M12;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2020M11;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2020M10;120
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2020M09;2.691
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2020M08;16.599
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2020M07;13.035
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2020M06;398
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2020M05;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2020M04;0
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2020M03;182
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2020M02;529
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2020M01;366
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2019M12;1.330
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2019M11;1.079
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2019M10;2.969
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2019M09;14.082
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2019M08;53.882
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2019M07;41.272
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2019M06;13.785
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2019M05;6.762
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2019M04;2.919
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2019M03;610
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2019M02;142
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2019M01;..
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2018M12;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2018M11;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2018M10;2.454
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2018M09;16.719
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2018M08;63.540
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2018M07;40.392
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2018M06;12.830
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2018M05;6.569
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2018M04;2.825
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2018M03;1.250
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2018M02;208
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2018M01;110
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2017M12;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2017M11;.
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2017M10;3.229
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2017M09;13.787
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2017M08;52.261
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2017M07;40.660
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2017M06;13.880
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2017M05;6.647
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2017M04;2.474
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2017M03;895
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2017M02;106
03 Asturias, Principado de;Pernoctaciones;Residentes en el Extranjero;2017M01;187
04 Balears, Illes;Viajero;Total;2023M02;.
04 Balears, Illes;Viajero;Total;2023M01;.
04 Balears, Illes;Viajero;Total;2022M12;.
04 Balears, Illes;Viajero;Total;2022M11;.
04 Balears, Illes;Viajero;Total;2022M10;1.442
04 Balears, Illes;Viajero;Total;2022M09;7.890
04 Balears, Illes;Viajero;Total;2022M08;11.608
04 Balears, Illes;Viajero;Total;2022M07;11.806
04 Balears, Illes;Viajero;Total;2022M06;8.272
04 Balears, Illes;Viajero;Total;2022M05;4.698
04 Balears, Illes;Viajero;Total;2022M04;.
04 Balears, Illes;Viajero;Total;2022M03;.
04 Balears, Illes;Viajero;Total;2022M02;.
04 Balears, Illes;Viajero;Total;2022M01;.
04 Balears, Illes;Viajero;Total;2021M12;.
04 Balears, Illes;Viajero;Total;2021M11;.
04 Balears, Illes;Viajero;Total;2021M10;1.375
04 Balears, Illes;Viajero;Total;2021M09;3.724
04 Balears, Illes;Viajero;Total;2021M08;10.402
04 Balears, Illes;Viajero;Total;2021M07;9.027
04 Balears, Illes;Viajero;Total;2021M06;5.172
04 Balears, Illes;Viajero;Total;2021M05;3.202
04 Balears, Illes;Viajero;Total;2021M04;.
04 Balears, Illes;Viajero;Total;2021M03;.
04 Balears, Illes;Viajero;Total;2021M02;.
04 Balears, Illes;Viajero;Total;2021M01;.
04 Balears, Illes;Viajero;Total;2020M12;.
04 Balears, Illes;Viajero;Total;2020M11;.
04 Balears, Illes;Viajero;Total;2020M10;.
04 Balears, Illes;Viajero;Total;2020M09;2.572
04 Balears, Illes;Viajero;Total;2020M08;8.690
04 Balears, Illes;Viajero;Total;2020M07;7.113
04 Balears, Illes;Viajero;Total;2020M06;.
04 Balears, Illes;Viajero;Total;2020M05;.
04 Balears, Illes;Viajero;Total;2020M04;0
04 Balears, Illes;Viajero;Total;2020M03;.
04 Balears, Illes;Viajero;Total;2020M02;.
04 Balears, Illes;Viajero;Total;2020M01;.
04 Balears, Illes;Viajero;Total;2019M12;.
04 Balears, Illes;Viajero;Total;2019M11;.
04 Balears, Illes;Viajero;Total;2019M10;1.215
04 Balears, Illes;Viajero;Total;2019M09;6.547
04 Balears, Illes;Viajero;Total;2019M08;10.740
04 Balears, Illes;Viajero;Total;2019M07;9.254
04 Balears, Illes;Viajero;Total;2019M06;7.539
04 Balears, Illes;Viajero;Total;2019M05;4.087
04 Balears, Illes;Viajero;Total;2019M04;.
04 Balears, Illes;Viajero;Total;2019M03;.
04 Balears, Illes;Viajero;Total;2019M02;.
04 Balears, Illes;Viajero;Total;2019M01;.
04 Balears, Illes;Viajero;Total;2018M12;.
04 Balears, Illes;Viajero;Total;2018M11;.
04 Balears, Illes;Viajero;Total;2018M10;1.385
04 Balears, Illes;Viajero;Total;2018M09;7.575
04 Balears, Illes;Viajero;Total;2018M08;15.162
04 Balears, Illes;Viajero;Total;2018M07;12.578
04 Balears, Illes;Viajero;Total;2018M06;5.842
04 Balears, Illes;Viajero;Total;2018M05;3.050
04 Balears, Illes;Viajero;Total;2018M04;.
04 Balears, Illes;Viajero;Total;2018M03;.
04 Balears, Illes;Viajero;Total;2018M02;.
04 Balears, Illes;Viajero;Total;2018M01;.
04 Balears, Illes;Viajero;Total;2017M12;0
04 Balears, Illes;Viajero;Total;2017M11;0
04 Balears, Illes;Viajero;Total;2017M10;1.739
04 Balears, Illes;Viajero;Total;2017M09;7.123
04 Balears, Illes;Viajero;Total;2017M08;14.462
04 Balears, Illes;Viajero;Total;2017M07;10.586
04 Balears, Illes;Viajero;Total;2017M06;6.903
04 Balears, Illes;Viajero;Total;2017M05;2.415
04 Balears, Illes;Viajero;Total;2017M04;.
04 Balears, Illes;Viajero;Total;2017M03;.
04 Balears, Illes;Viajero;Total;2017M02;0
04 Balears, Illes;Viajero;Total;2017M01;0
04 Balears, Illes;Viajero;Residentes en España;2023M02;.
04 Balears, Illes;Viajero;Residentes en España;2023M01;.
04 Balears, Illes;Viajero;Residentes en España;2022M12;.
04 Balears, Illes;Viajero;Residentes en España;2022M11;.
04 Balears, Illes;Viajero;Residentes en España;2022M10;105
04 Balears, Illes;Viajero;Residentes en España;2022M09;4.007
04 Balears, Illes;Viajero;Residentes en España;2022M08;6.857
04 Balears, Illes;Viajero;Residentes en España;2022M07;5.000
04 Balears, Illes;Viajero;Residentes en España;2022M06;4.820
04 Balears, Illes;Viajero;Residentes en España;2022M05;2.613
04 Balears, Illes;Viajero;Residentes en España;2022M04;.
04 Balears, Illes;Viajero;Residentes en España;2022M03;.
04 Balears, Illes;Viajero;Residentes en España;2022M02;.
04 Balears, Illes;Viajero;Residentes en España;2022M01;.
04 Balears, Illes;Viajero;Residentes en España;2021M12;.
04 Balears, Illes;Viajero;Residentes en España;2021M11;.
04 Balears, Illes;Viajero;Residentes en España;2021M10;106
04 Balears, Illes;Viajero;Residentes en España;2021M09;1.475
04 Balears, Illes;Viajero;Residentes en España;2021M08;6.772
04 Balears, Illes;Viajero;Residentes en España;2021M07;4.862
04 Balears, Illes;Viajero;Residentes en España;2021M06;3.472
04 Balears, Illes;Viajero;Residentes en España;2021M05;2.821
04 Balears, Illes;Viajero;Residentes en España;2021M04;.
04 Balears, Illes;Viajero;Residentes en España;2021M03;.
04 Balears, Illes;Viajero;Residentes en España;2021M02;.
04 Balears, Illes;Viajero;Residentes en España;2021M01;.
04 Balears, Illes;Viajero;Residentes en España;2020M12;.
04 Balears, Illes;Viajero;Residentes en España;2020M11;.
04 Balears, Illes;Viajero;Residentes en España;2020M10;.
04 Balears, Illes;Viajero;Residentes en España;2020M09;2.137
04 Balears, Illes;Viajero;Residentes en España;2020M08;6.688
04 Balears, Illes;Viajero;Residentes en España;2020M07;3.777
04 Balears, Illes;Viajero;Residentes en España;2020M06;.
04 Balears, Illes;Viajero;Residentes en España;2020M05;.
04 Balears, Illes;Viajero;Residentes en España;2020M04;0
04 Balears, Illes;Viajero;Residentes en España;2020M03;.
04 Balears, Illes;Viajero;Residentes en España;2020M02;.
04 Balears, Illes;Viajero;Residentes en España;2020M01;.
04 Balears, Illes;Viajero;Residentes en España;2019M12;.
04 Balears, Illes;Viajero;Residentes en España;2019M11;.
04 Balears, Illes;Viajero;Residentes en España;2019M10;104
04 Balears, Illes;Viajero;Residentes en España;2019M09;3.081
04 Balears, Illes;Viajero;Residentes en España;2019M08;5.256
04 Balears, Illes;Viajero;Residentes en España;2019M07;3.393
04 Balears, Illes;Viajero;Residentes en España;2019M06;4.122
04 Balears, Illes;Viajero;Residentes en España;2019M05;2.372
04 Balears, Illes;Viajero;Residentes en España;2019M04;.
04 Balears, Illes;Viajero;Residentes en España;2019M03;.
04 Balears, Illes;Viajero;Residentes en España;2019M02;.
04 Balears, Illes;Viajero;Residentes en España;2019M01;.
04 Balears, Illes;Viajero;Residentes en España;2018M12;.
04 Balears, Illes;Viajero;Residentes en España;2018M11;.
04 Balears, Illes;Viajero;Residentes en España;2018M10;58
04 Balears, Illes;Viajero;Residentes en España;2018M09;4.041
04 Balears, Illes;Viajero;Residentes en España;2018M08;8.233
04 Balears, Illes;Viajero;Residentes en España;2018M07;4.482
04 Balears, Illes;Viajero;Residentes en España;2018M06;2.813
04 Balears, Illes;Viajero;Residentes en España;2018M05;1.552
04 Balears, Illes;Viajero;Residentes en España;2018M04;.
04 Balears, Illes;Viajero;Residentes en España;2018M03;.
04 Balears, Illes;Viajero;Residentes en España;2018M02;.
04 Balears, Illes;Viajero;Residentes en España;2018M01;.
04 Balears, Illes;Viajero;Residentes en España;2017M12;0
04 Balears, Illes;Viajero;Residentes en España;2017M11;0
04 Balears, Illes;Viajero;Residentes en España;2017M10;116
04 Balears, Illes;Viajero;Residentes en España;2017M09;3.839
04 Balears, Illes;Viajero;Residentes en España;2017M08;8.036
04 Balears, Illes;Viajero;Residentes en España;2017M07;4.152
04 Balears, Illes;Viajero;Residentes en España;2017M06;3.862
04 Balears, Illes;Viajero;Residentes en España;2017M05;1.046
04 Balears, Illes;Viajero;Residentes en España;2017M04;.
04 Balears, Illes;Viajero;Residentes en España;2017M03;.
04 Balears, Illes;Viajero;Residentes en España;2017M02;0
04 Balears, Illes;Viajero;Residentes en España;2017M01;0
04 Balears, Illes;Viajero;Residentes en el Extranjero;2023M02;.
04 Balears, Illes;Viajero;Residentes en el Extranjero;2023M01;.
04 Balears, Illes;Viajero;Residentes en el Extranjero;2022M12;.
