Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia;Periodo;Total
08 Castilla - La Mancha;Pernoctaciones;Total;2020M12;20.691
08 Castilla - La Mancha;Pernoctaciones;Total;2020M11;15.078
08 Castilla - La Mancha;Pernoctaciones;Total;2020M10;32.199
08 Castilla - La Mancha;Pernoctaciones;Total;2020M09;43.415
08 Castilla - La Mancha;Pernoctaciones;Total;2020M08;124.164
08 Castilla - La Mancha;Pernoctaciones;Total;2020M07;88.121
08 Castilla - La Mancha;Pernoctaciones;Total;2020M06;20.987
08 Castilla - La Mancha;Pernoctaciones;Total;2020M05;5.131
08 Castilla - La Mancha;Pernoctaciones;Total;2020M04;.
08 Castilla - La Mancha;Pernoctaciones;Total;2020M03;8.960
08 Castilla - La Mancha;Pernoctaciones;Total;2020M02;34.060
08 Castilla - La Mancha;Pernoctaciones;Total;2020M01;25.078
08 Castilla - La Mancha;Pernoctaciones;Total;2019M12;72.447
08 Castilla - La Mancha;Pernoctaciones;Total;2019M11;59.996
08 Castilla - La Mancha;Pernoctaciones;Total;2019M10;53.711
08 Castilla - La Mancha;Pernoctaciones;Total;2019M09;51.471
08 Castilla - La Mancha;Pernoctaciones;Total;2019M08;109.433
08 Castilla - La Mancha;Pernoctaciones;Total;2019M07;72.418
08 Castilla - La Mancha;Pernoctaciones;Total;2019M06;60.221
08 Castilla - La Mancha;Pernoctaciones;Total;2019M05;49.677
08 Castilla - La Mancha;Pernoctaciones;Total;2019M04;64.327
08 Castilla - La Mancha;Pernoctaciones;Total;2019M03;46.279
08 Castilla - La Mancha;Pernoctaciones;Total;2019M02;33.944
08 Castilla - La Mancha;Pernoctaciones;Total;2019M01;23.963
08 Castilla - La Mancha;Pernoctaciones;Total;2018M12;78.509
08 Castilla - La Mancha;Pernoctaciones;Total;2018M11;55.155
08 Castilla - La Mancha;Pernoctaciones;Total;2018M10;62.938
08 Castilla - La Mancha;Pernoctaciones;Total;2018M09;56.699
08 Castilla - La Mancha;Pernoctaciones;Total;2018M08;101.005
08 Castilla - La Mancha;Pernoctaciones;Total;2018M07;74.007
08 Castilla - La Mancha;Pernoctaciones;Total;2018M06;58.766
08 Castilla - La Mancha;Pernoctaciones;Total;2018M05;44.588
08 Castilla - La Mancha;Pernoctaciones;Total;2018M04;50.763
08 Castilla - La Mancha;Pernoctaciones;Total;2018M03;62.181
08 Castilla - La Mancha;Pernoctaciones;Total;2018M02;33.181
08 Castilla - La Mancha;Pernoctaciones;Total;2018M01;22.938
08 Castilla - La Mancha;Pernoctaciones;Total;2017M12;75.170
08 Castilla - La Mancha;Pernoctaciones;Total;2017M11;42.710
08 Castilla - La Mancha;Pernoctaciones;Total;2017M10;53.258
08 Castilla - La Mancha;Pernoctaciones;Total;2017M09;46.674
08 Castilla - La Mancha;Pernoctaciones;Total;2017M08;98.345
08 Castilla - La Mancha;Pernoctaciones;Total;2017M07;68.813
08 Castilla - La Mancha;Pernoctaciones;Total;2017M06;52.664
08 Castilla - La Mancha;Pernoctaciones;Total;2017M05;46.408
08 Castilla - La Mancha;Pernoctaciones;Total;2017M04;72.136
08 Castilla - La Mancha;Pernoctaciones;Total;2017M03;39.654
08 Castilla - La Mancha;Pernoctaciones;Total;2017M02;31.787
08 Castilla - La Mancha;Pernoctaciones;Total;2017M01;23.536
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2023M11;53.040
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2023M10;75.571
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2023M09;71.123
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2023M08;134.844
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2023M07;100.585
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2023M06;69.596
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2023M05;61.593
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2023M04;94.465
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2023M03;55.588
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2023M02;43.451
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2023M01;37.094
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2022M12;77.704
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2022M11;53.106
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2022M10;70.435
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2022M09;68.844
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2022M08;135.925
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2022M07;106.894
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2022M06;60.806
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2022M05;53.732
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2022M04;71.272
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2022M03;38.461
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2022M02;32.759
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2022M01;25.734
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2021M12;67.978
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2021M11;45.723
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2021M10;72.646
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2021M09;59.925
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2021M08;123.011
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2021M07;98.072
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2021M06;50.336
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2021M05;26.321
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2021M04;20.857
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2021M03;15.346
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2021M02;7.685
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2021M01;7.097
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2020M12;18.285
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2020M11;.
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2020M10;29.883
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2020M09;41.987
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2020M08;122.679
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2020M07;87.046
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2020M06;20.618
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2020M05;.
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2020M04;.
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2020M03;7.903
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2020M02;33.021
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2020M01;22.644
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2019M12;70.165
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2019M11;55.498
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2019M10;48.862
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2019M09;46.762
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2019M08;102.718
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2019M07;68.045
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2019M06;55.973
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2019M05;46.806
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2019M04;61.941
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2019M03;45.569
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2019M02;32.920
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2019M01;22.648
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2018M12;75.613
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2018M11;53.762
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2018M10;59.261
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2018M09;53.306
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2018M08;94.141
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2018M07;66.534
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2018M06;53.824
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2018M05;39.894
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2018M04;48.546
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2018M03;58.924
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2018M02;28.977
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2018M01;19.944
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2017M12;72.667
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2017M11;38.979
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2017M10;49.889
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2017M09;43.485
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2017M08;90.667
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2017M07;63.639
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2017M06;50.471
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2017M05;43.049
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2017M04;69.815
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2017M03;38.254
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2017M02;30.546
08 Castilla - La Mancha;Pernoctaciones;Residentes en España;2017M01;22.023
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2023M11;2.032
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2023M10;2.498
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2023M09;3.532
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2023M08;5.768
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2023M07;3.774
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2023M06;3.299
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2023M05;2.940
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2023M04;3.002
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2023M03;1.876
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2023M02;3.520
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2023M01;1.523
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2022M12;2.249
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2022M11;2.707
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2022M10;6.985
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2022M09;6.090
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2022M08;8.228
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2022M07;2.799
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2022M06;2.266
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2022M05;2.607
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2022M04;3.239
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2022M03;1.959
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2022M02;1.965
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2022M01;810
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2021M12;938
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2021M11;431
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2021M10;1.189
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2021M09;3.718
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2021M08;4.212
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2021M07;2.675
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2021M06;2.043
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2021M05;1.808
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2021M04;1.846
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2021M03;3.035
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2021M02;1.573
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2021M01;1.848
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2020M12;2.405
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2020M11;.
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2020M10;2.316
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2020M09;1.428
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2020M08;1.485
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2020M07;1.076
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2020M06;369
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2020M05;.
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2020M04;.
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2020M03;1.057
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2020M02;1.039
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2020M01;2.433
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2019M12;2.282
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2019M11;4.498
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2019M10;4.849
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2019M09;4.710
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2019M08;6.715
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2019M07;4.374
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2019M06;4.248
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2019M05;2.871
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2019M04;2.386
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2019M03;710
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2019M02;1.024
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2019M01;1.315
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2018M12;2.896
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2018M11;1.392
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2018M10;3.677
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2018M09;3.392
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2018M08;6.864
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2018M07;7.473
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2018M06;4.943
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2018M05;4.694
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2018M04;2.217
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2018M03;3.257
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2018M02;4.204
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2018M01;2.994
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2017M12;2.503
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2017M11;3.731
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2017M10;3.369
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2017M09;3.189
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2017M08;7.677
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2017M07;5.174
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2017M06;2.193
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2017M05;3.358
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2017M04;2.321
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2017M03;1.400
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2017M02;1.241
08 Castilla - La Mancha;Pernoctaciones;Residentes en el Extranjero;2017M01;1.514
09 Cataluña;Viajero;Total;2023M11;32.544
09 Cataluña;Viajero;Total;2023M10;41.365
09 Cataluña;Viajero;Total;2023M09;50.123
09 Cataluña;Viajero;Total;2023M08;61.390
09 Cataluña;Viajero;Total;2023M07;55.224
09 Cataluña;Viajero;Total;2023M06;50.269
09 Cataluña;Viajero;Total;2023M05;38.569
09 Cataluña;Viajero;Total;2023M04;47.468
09 Cataluña;Viajero;Total;2023M03;31.309
09 Cataluña;Viajero;Total;2023M02;29.062
09 Cataluña;Viajero;Total;2023M01;22.712
09 Cataluña;Viajero;Total;2022M12;43.489
09 Cataluña;Viajero;Total;2022M11;31.268
09 Cataluña;Viajero;Total;2022M10;44.862
09 Cataluña;Viajero;Total;2022M09;43.961
09 Cataluña;Viajero;Total;2022M08;60.443
09 Cataluña;Viajero;Total;2022M07;59.912
09 Cataluña;Viajero;Total;2022M06;47.465
09 Cataluña;Viajero;Total;2022M05;37.721
09 Cataluña;Viajero;Total;2022M04;43.498
09 Cataluña;Viajero;Total;2022M03;28.228
09 Cataluña;Viajero;Total;2022M02;29.562
09 Cataluña;Viajero;Total;2022M01;21.594
09 Cataluña;Viajero;Total;2021M12;40.712
09 Cataluña;Viajero;Total;2021M11;33.943
09 Cataluña;Viajero;Total;2021M10;51.960
09 Cataluña;Viajero;Total;2021M09;45.689
09 Cataluña;Viajero;Total;2021M08;63.196
09 Cataluña;Viajero;Total;2021M07;55.515
09 Cataluña;Viajero;Total;2021M06;43.700
09 Cataluña;Viajero;Total;2021M05;30.208
09 Cataluña;Viajero;Total;2021M04;16.722
09 Cataluña;Viajero;Total;2021M03;11.745
09 Cataluña;Viajero;Total;2021M02;1.465
09 Cataluña;Viajero;Total;2021M01;3.273
09 Cataluña;Viajero;Total;2020M12;17.832
09 Cataluña;Viajero;Total;2020M11;3.346
09 Cataluña;Viajero;Total;2020M10;18.957
09 Cataluña;Viajero;Total;2020M09;37.485
09 Cataluña;Viajero;Total;2020M08;59.953
09 Cataluña;Viajero;Total;2020M07;51.422
09 Cataluña;Viajero;Total;2020M06;21.615
09 Cataluña;Viajero;Total;2020M05;513
09 Cataluña;Viajero;Total;2020M04;.
09 Cataluña;Viajero;Total;2020M03;7.423
09 Cataluña;Viajero;Total;2020M02;30.983
09 Cataluña;Viajero;Total;2020M01;25.590
09 Cataluña;Viajero;Total;2019M12;45.934
09 Cataluña;Viajero;Total;2019M11;43.080
09 Cataluña;Viajero;Total;2019M10;40.145
09 Cataluña;Viajero;Total;2019M09;43.396
09 Cataluña;Viajero;Total;2019M08;62.488
